Source,Target
Henri Lebesgue,real analysis
Henri Lebesgue,topology
Aleksey Letnikov,analytic geometry
Aleksey Letnikov,geometry
Nikolai Mitrofanovich Krylov,analysis
Nikolai Mitrofanovich Krylov,mathematical physics
Einar Hille,analysis
Einar Hille,function theory
Einar Hille,functional analysis
Einar Hille,group theory
Kazimierz Kuratowski,applied mathematics
Kazimierz Kuratowski,descriptive set theory
Kazimierz Kuratowski,graph theory
Kazimierz Kuratowski,measure theory
Kazimierz Kuratowski,set theory
Kazimierz Kuratowski,topology
Lewis Fry Richardson,analysis
Lewis Fry Richardson,arithmetic
Lewis Fry Richardson,mathematical physics
Lewis Fry Richardson,mathematical psychology
Lewis Fry Richardson,numerical analysis
Lewis Fry Richardson,probability theory
George Chrystal,algebra
Jean Frédéric Frenet,calculus
Jean Frédéric Frenet,differential geometry
Jean Frédéric Frenet,geometry
Virginia Ragsdale,algebra
Virginia Ragsdale,statistics
Tommy Bonnesen,convex geometry
Tommy Bonnesen,geometry
Cyrus Colton MacDuffee,abstract algebra
Cyrus Colton MacDuffee,algebra
Peter Ludwig Mejdell Sylow,group theory
Luigi Bodio,statistics
Valery Glivenko,analysis
Valery Glivenko,mathematical statistics
Valery Glivenko,probability theory
Valery Glivenko,real analysis
Valery Glivenko,statistics
William Lawrence Bragg,analysis
Nikolai Bugaev,analysis
Nikolai Bugaev,arithmetic
Nikolai Bugaev,geometry
Nikolai Bugaev,hard analysis
Cargill Gilston Knott,algebra
Cargill Gilston Knott,analysis
Cargill Gilston Knott,linear algebra
Cargill Gilston Knott,matrix algebra
Chrystal Macmillan,statistics
Constantin Le Paige,algebra
Constantin Le Paige,analysis
Nikolay Umov,analysis
Nikolay Umov,theoretical physics
Paul Mansion,calculus
Paul Mansion,geometry
Robert de Montessus de Ballore,algebra
William Edward Story,algebra
William Edward Story,geometry
William Edward Story,invariant theory
Nikolai Maximovich Günther,mathematical physics
Nikolai Maximovich Günther,potential theory
Yulian Sokhotski,approximation theory
George W. Snedecor,analysis
George W. Snedecor,statistics
Ivan Mikheevich Pervushin,number theory
E. T. Whittaker,algebra
E. T. Whittaker,analysis
E. T. Whittaker,applied mathematics
E. T. Whittaker,calculus
E. T. Whittaker,complex analysis
E. T. Whittaker,computational mathematics
E. T. Whittaker,harmonic analysis
E. T. Whittaker,mathematical physics
E. T. Whittaker,numerical analysis
E. T. Whittaker,potential theory
E. T. Whittaker,pure mathematics
E. T. Whittaker,theoretical physics
Thomas Kirkman,algebra
Thomas Kirkman,combinatorial design theory
Thomas Kirkman,combinatorics
Thomas Kirkman,group theory
Thomas Kirkman,knot theory
Maria Montessori,algebra
Maria Montessori,arithmetic
Maria Montessori,geometry
Johannes Diderik van der Waals,analysis
Charles Hermite,algebra
Charles Hermite,invariant theory
Charles Hermite,number theory
Charles Hermite,pure mathematics
František Koláček,mathematical physics
Philip Franklin,analysis
Philip Franklin,calculus
Philip Franklin,integral calculus
Giovanni Sansone,analysis
Antonio Fais,algebra
Antonio Fais,calculus
Antonio Fais,differential geometry
Antonio Fais,differential geometry of curves
Antonio Fais,geometry
Antonio Fais,infinitesimal calculus
Giuseppina Masotti Biggiogero,algebra
Giuseppina Masotti Biggiogero,algebraic geometry
Giuseppina Masotti Biggiogero,geometry
Giuseppina Masotti Biggiogero,integral geometry
Giuseppina Masotti Biggiogero,invariant theory
Giuseppina Masotti Biggiogero,projective geometry
Giuseppina Masotti Biggiogero,pure mathematics
Giuseppina Masotti Biggiogero,real algebra
Giuseppina Masotti Biggiogero,tensor
Ellen Hayes,applied mathematics
Ellen Hayes,trigonometry
Boleslav Mlodzeevskii,algebra
Boleslav Mlodzeevskii,algebraic geometry
Boleslav Mlodzeevskii,differential geometry
Boleslav Mlodzeevskii,function theory
Boleslav Mlodzeevskii,geometry
Isaac Hourwich,statistics
John Wesley Young,algebra
John Wesley Young,geometry
John Wesley Young,projective geometry
Tommaso Boggio,analysis
Tommaso Boggio,differential geometry
Tommaso Boggio,geometry
Tommaso Boggio,mathematical physics
Olaus Henrici,applied mathematics
Henri Brocard,geometry
Jakow Trachtenberg,arithmetic
Franz Mertens,algebra
Franz Mertens,arithmetic
Franz Mertens,calculus
Wolfgang Gröbner,algebra
Wolfgang Gröbner,algebraic geometry
Wolfgang Gröbner,commutative algebra
Wolfgang Gröbner,geometry
Stefan Bergman,analysis
Stefan Bergman,complex analysis
Stefan Bergman,mathematical physics
Rudolf Fueter,algebra
Rudolf Fueter,algebraic number theory
Rudolf Fueter,analysis
Rudolf Fueter,number theory
Selig Brodetsky,applied mathematics
Pieter Hendrik Schoute,geometry
Gilbert Ames Bliss,algebra
Gilbert Ames Bliss,calculus
Gilbert Ames Bliss,calculus of variations
Wilhelm Fiedler,algebra
Wilhelm Fiedler,algebraic geometry
Wilhelm Fiedler,geometry
Frank Lauren Hitchcock,analysis
Mykhailo Vaschenko-Zakharchenko,algebra
Mykhailo Vaschenko-Zakharchenko,calculus
Mykhailo Vaschenko-Zakharchenko,calculus of variations
Mykhailo Vaschenko-Zakharchenko,geometry
Mykhailo Vaschenko-Zakharchenko,hyperbolic geometry
William Fleetwood Sheppard,statistical theory
William Fleetwood Sheppard,statistics
Paul Riebesell,actuarial science
Klara Löbenstein,algebra
Klara Löbenstein,algebraic geometry
Klara Löbenstein,geometry
Klara Löbenstein,topology
Angeline Stickney,calculus
Angeline Stickney,geometry
Archibald Read Richardson,algebra
Archibald Read Richardson,group representation theory
Archibald Read Richardson,representation theory
Arthur Byron Coble,finite geometry
Arthur Byron Coble,geometry
Arthur Byron Coble,group theory
Arthur Byron Coble,invariant theory
Harry C. Carver,mathematical statistics
Harry C. Carver,statistics
Karel Petr,geometry
Karel Petr,plane geometry
Georgios Konstantinos Vouris,calculus
Georgios Konstantinos Vouris,number theory
Georgios Konstantinos Vouris,probability theory
L. M. Milne-Thomson,applied mathematics
Ljubomir Chakaloff,analysis
Ljubomir Chakaloff,arithmetic
Ljubomir Chakaloff,complex analysis
Ljubomir Chakaloff,elementary mathematics
Ljubomir Chakaloff,number theory
Georges Darmois,algebra
Georges Darmois,analysis
Georges Darmois,applied mathematics
Georges Darmois,econometrics
Georges Darmois,geometry
Georges Darmois,mathematical statistics
Georges Darmois,statistics
Giovanni Battista Guccia,algebra
Giovanni Battista Guccia,algebraic geometry
Giovanni Battista Guccia,geometry
Marcel Grossmann,absolute differential calculus
Marcel Grossmann,calculus
Marcel Grossmann,differential calculus
Marcel Grossmann,differential geometry
Marcel Grossmann,elliptic geometry
Marcel Grossmann,geometry
Marcel Grossmann,tensor
Marcel Grossmann,theoretical physics
Paul Finsler,differential geometry
Paul Finsler,geometry
Paul Finsler,set theory
Thorvald N. Thiele,analysis
Thorvald N. Thiele,calculus
Thorvald N. Thiele,statistics
Pierre Ossian Bonnet,differential geometry
Pierre Ossian Bonnet,differential geometry of surfaces
Pierre Ossian Bonnet,geometry
Guglielmo Libri Carucci dalla Sommaja,calculus
Dmitry Morduhai-Boltovskoi,analysis
Dmitry Morduhai-Boltovskoi,geometry
Dmitry Morduhai-Boltovskoi,hyperbolic geometry
Dmitry Morduhai-Boltovskoi,number theory
Frits Zernike,analysis
Frits Zernike,mathematical physics
Raymond Louis Wilder,algebra
Raymond Louis Wilder,algebraic topology
Raymond Louis Wilder,analysis
Raymond Louis Wilder,category theory
Raymond Louis Wilder,pure mathematics
Raymond Louis Wilder,set-theoretic topology
Raymond Louis Wilder,topology
Léopold Leau,complex dynamics
Léopold Leau,mathematical sciences
Domenico Montesano,algebra
Domenico Montesano,geometry
Domenico Montesano,mathematical sciences
Toshmuhammad Qori-Niyoziy,analytic geometry
Toshmuhammad Qori-Niyoziy,geometry
Yelpidifor Anempodistovich Kirillov,mathematical sciences
Yelpidifor Anempodistovich Kirillov,theoretical physics
Lorenz Lindelöf,calculus
Lorenz Lindelöf,calculus of variations
Lorenz Lindelöf,differential geometry
Lorenz Lindelöf,geometry
Karl Mikhailovich Peterson,differential geometry
Karl Mikhailovich Peterson,geometry
Vsevolod Ivanovich Romanovsky,analysis
Vsevolod Ivanovich Romanovsky,mathematical statistics
Vsevolod Ivanovich Romanovsky,probability theory
Vsevolod Ivanovich Romanovsky,statistics
Vsevolod Ivanovich Romanovsky,stochastic process
Samuil Shatunovsky,algebra
Samuil Shatunovsky,analysis
Samuil Shatunovsky,geometry
Samuil Shatunovsky,group theory
Samuil Shatunovsky,number theory
Boris Koyalovich,algebra
Boris Koyalovich,analytic geometry
Boris Koyalovich,calculus
Boris Koyalovich,differential calculus
Boris Koyalovich,geometry
Theodore William Chaundy,calculus
Theodore William Chaundy,differential calculus
Thomas Fiske,analysis
Alicia Boole Stott,analytic geometry
Alicia Boole Stott,geometry
George Bruce Halsted,geometry
George Bruce Halsted,hyperbolic geometry
George Bruce Halsted,projective geometry
George Bruce Halsted,synthetic geometry
Vassilios Lakon,analysis
Vassilios Lakon,applied mathematics
Vassilios Lakon,axiomatic geometry
Vassilios Lakon,geometric analysis
Vassilios Lakon,geometry
Attilio Palatini,absolute differential calculus
Attilio Palatini,calculus
Attilio Palatini,differential calculus
Attilio Palatini,tensor
Alexander MacAulay,algebra
Alexander MacAulay,ring theory
Alexandru Froda,algebra
Alexandru Froda,analysis
Alexandru Froda,number theory
Alfred Barnard Basset,algebra
Alfred Barnard Basset,algebraic geometry
Alfred Barnard Basset,geometry
Bohumil Bydžovský,algebra
Bohumil Bydžovský,algebraic geometry
Bohumil Bydžovský,analytic geometry
Bohumil Bydžovský,geometry
Bohumil Bydžovský,linear algebra
Bohuslav Hostinský,analysis
Bohuslav Hostinský,differential geometry
Bohuslav Hostinský,geometry
Bohuslav Hostinský,mathematical physics
Bohuslav Hostinský,oscillation theory
Bohuslav Hostinský,probability theory
Bohuslav Hostinský,spherical geometry
Bohuslav Hostinský,statistical mechanics
Bohuslav Hostinský,theoretical physics
Emanuel Czuber,geometry
Emanuel Czuber,probability theory
Josiah Willard Gibbs,algebra
Josiah Willard Gibbs,analysis
Josiah Willard Gibbs,calculus
Josiah Willard Gibbs,computational statistics
Josiah Willard Gibbs,convex analysis
Josiah Willard Gibbs,exterior algebra
Josiah Willard Gibbs,fourier analysis
Josiah Willard Gibbs,game theory
Josiah Willard Gibbs,mathematical economics
Josiah Willard Gibbs,mathematical physics
Josiah Willard Gibbs,pure mathematics
Josiah Willard Gibbs,statistical mechanics
Josiah Willard Gibbs,statistics
Josiah Willard Gibbs,theoretical physics
Josiah Willard Gibbs,vector analysis
Josiah Willard Gibbs,vector calculus
Émile Borel,algebra
Émile Borel,geometry
Émile Borel,hyperbolic geometry
Émile Borel,measure theory
Émile Borel,number theory
Émile Borel,probability theory
Émile Borel,set theory
Émile Borel,statistics
Nadezhda Gernet,calculus
Nadezhda Gernet,calculus of variations
Enrico Bompiani,analysis
Enrico Bompiani,analytic geometry
Enrico Bompiani,differential geometry
Enrico Bompiani,geometry
Ernesto Padova,analysis
Giorgio Mortara,probability theory
Ramchundra,algebra
Carlo Severini,analysis
Carlo Severini,approximation theory
Carlo Severini,functional analysis
Carlo Severini,infinitesimal analysis
Carlo Severini,real analysis
Konstantin Andreev,geometry
Konstantin Andreev,projective geometry
Oliver Dimon Kellogg,calculus
Oliver Dimon Kellogg,potential theory
Gury Kolosov,analysis
Cyparissos Stephanos,algebra
Cyparissos Stephanos,analysis
Cyparissos Stephanos,geometry
Cyparissos Stephanos,projective geometry
Cyparissos Stephanos,topology
Duncan Sommerville,euclidean geometry
Duncan Sommerville,geometry
Duncan Sommerville,non-euclidean geometry
Duncan Sommerville,projective geometry
Irving Stringham,algebra
Irving Stringham,geometry
Isaak Bacharach,algebra
Jan Śleszyński,mathematical logic
Jan Śleszyński,proof theory
Octav Onicescu,differential geometry
Octav Onicescu,geometry
Octav Onicescu,probability theory
Octav Onicescu,statistics
Henri Dulac,analysis
Henri Dulac,calculus
Henri Dulac,integral calculus
Henri Dulac,mathematical sciences
Henri Dulac,pure mathematics
Hermann Brunn,convex geometry
Hermann Brunn,geometry
Hermann Brunn,knot theory
Francisco Gomes Teixeira,analysis
Francisco Gomes Teixeira,calculus
Francisco Gomes Teixeira,geometry
Francisco Gomes Teixeira,integral calculus
Margherita Beloch Piazzolla,algebra
Margherita Beloch Piazzolla,algebraic geometry
Margherita Beloch Piazzolla,algebraic topology
Margherita Beloch Piazzolla,geometry
Margherita Beloch Piazzolla,topology
Raoul Bricard,geometry
William Burnside,applied mathematics
William Burnside,character theory
William Burnside,group theory
Wawrzyniec Żmurko,algebra
Wawrzyniec Żmurko,calculus
Wawrzyniec Żmurko,linear algebra
Webster Wells,geometry
Webster Wells,plane geometry
Ruel Vance Churchill,applied mathematics
Ruel Vance Churchill,geometry
Ruel Vance Churchill,tensor
Jay Laurence Lush,statistics
Joichi Suetsuna,number theory
Josif Shtokalo,calculus
Jules Drach,analysis
Jules Drach,differential geometry
Jules Drach,geometry
Jules Drach,number theory
Jules Molk,applied mathematics
Jules Molk,mathematical sciences
Gheorghe Țițeica,affine differential geometry
Gheorghe Țițeica,differential geometry
Gheorghe Țițeica,geometry
George Ballard Mathews,geometry
George Ballard Mathews,number theory
George Ballard Mathews,projective geometry
George Ballard Mathews,pure mathematics
Georges Giraud,mathematical sciences
Georges Giraud,potential theory
William Mitchinson Hicks,mathematical physics
William Pitt Durfee,trigonometry
Yurii Dmitrievich Sokolov,analysis
Ziauddin Ahmad,algebra
Ziauddin Ahmad,algebraic geometry
Ziauddin Ahmad,analytic geometry
Ziauddin Ahmad,differential geometry
Ziauddin Ahmad,geometry
Godofredo García,mathematical sciences
Francis Galton,analysis
Francis Galton,statistics
Francis Galton,stochastic process
Lester S. Hill,analysis
Lillian Rosanoff Lieber,geometry
Henry P. H. Bromwell,geometry
Isabel Maddison,algebra
Isabel Maddison,linear algebra
Agnes Sime Baxter,mathematical physics
William George Ward,applied mathematics
William George Ward,pure mathematics
Frithiof Nevanlinna,analysis
Frithiof Nevanlinna,complex analysis
Fritz Carlson,analysis
Fritz Carlson,number theory
August Davidov,analysis
August Davidov,elementary mathematics
August Davidov,probability theory
August Davidov,pure mathematics
August Davidov,statistics
Konstantinos Negris,algebra
Konstantinos Negris,analytic geometry
Konstantinos Negris,applied mathematics
Konstantinos Negris,calculus
Konstantinos Negris,geometry
Konstantinos Negris,integral calculus
Konstantinos Negris,trigonometry
Hamnet Holditch,geometry
Otto M. Nikodym,measure theory
Mikhail Suslin,algebra
Mikhail Suslin,descriptive set theory
Mikhail Suslin,general topology
Mikhail Suslin,set theory
Mikhail Suslin,topology
Henry Forder,algebra
Henry Forder,calculus
Henry Forder,exterior algebra
Henry Forder,geometry
Ernst Kötter,algebra
Ernst Kötter,geometry
Ernst Kötter,synthetic geometry
Friedrich Böhm,actuarial science
Friedrich Böhm,mathematical statistics
Friedrich Böhm,statistics
Helen M. Walker,statistics
Charles Ernest Weatherburn,analysis
Charles Ernest Weatherburn,calculus
Charles Ernest Weatherburn,geometry
Charles Ernest Weatherburn,mathematical statistics
Charles Ernest Weatherburn,statistics
Charles Ernest Weatherburn,tensor
Charles Ernest Weatherburn,vector analysis
Susan Miller Rambo,geometry
Susan Miller Rambo,projective geometry
